Number	Opening_hours	Distance
1	Mo-Fr 05:00-18:00; Sa-Su 05:30-18:00	0
1	Mo-Fr 08:00-18:00;Sa 10:00-18:00	0
1	Mo-Su	2
1	Mo 08:00-18:00; Tu-Sa 08:00-22:00; Su 09:00-17:00	0
1	Jan-Dec: Mo-Fr 05:00-18:00; Jan-Dec: Sa 05:00-17:00; Su 08:00-17:00	0
1	07:30-14:30 Mo-Sa	1
1	Mo-Fr 07:00-20:00; Sa 08:00-16:00	0
1	Su-Mo 06:30-22:00	0
1	Su-Mo 07:30-23:00	0
1	Su-Mo 07:30-21:30	0
1	Mo-Sa 07:30-18:00; Su 13:00-18:30	0
1	We-Su 08:00-18:00; Mo-Tu 00:00-00:00	0
1	Tu-Fr 09:00-19:00; Sa 09:00-18:00; Su 09:00-22:00; Mo 00:00-00:00	0
1	Mo-Fr 07:00-19:30, Sa-Su 07:30-19:30	0
1	Mo-Fr 06:00-21:00; Sa 08:00-21:00; Su 09:00-20:00	0
1	Mo-Th 10:00-18:00; Sa-Su 13:00-01:00; Fr 10:00-01:00	0
1	Tu-Th 10:00-17:00	0
1	7-12;4-8	3
1	Mo-Fr 16:00-02:00; Sa 09:00-02:00; Su,PH 16:00-02:00	0
1	Mo-Fr 07:00-18:00; Sa,Su 07:00-16:00	0
1	Mo-Fr 07:30-18:30; Sa 07:30-14:00; Su 13:00-18:00	0
1	9-5 Mo-Su	2
1	06:00-19:00	1
1	Mo-Fr 7:00-22:00, Sa-Su 7:00-20:00	2
1	Mo-Fr 6:30-19:00; Sa-Su 8:00-18:00	2
1	Mo-Sa 08:00-01:00, Su 10:00-01:00	0
1	00:00-02:00,08:00-24:00	1
1	Mo-Fr 06:30-19:00; Sa 07:00-12:00; Su 13:00-17:00	0
1	Su â€“ Th: 11 â€“ 2 Fr â€“ SauRDAY:11 â€“ 3	4
1	Mo-Fr 11:00-22:00; Sa-Su 10:00-22:00	0
1	Mo 10:00-17:00; Tu-Sa 09:00-17:00	0
1	Mo-Fr 6:30-22:00;Sa 7:30-22:00;Su 8:00-18:00	2
1	10:00-09:00	1
1	Mo-Fr 06:30-19:00; Sa 07:00-17:00; Su 00:00-00:00	0
1	Mo-Sa 08:00-21:00; Su 10:00-18:00	0
1	Mo-We 06:30-21:00; Th-Fr 06:30-23:00; Sa 06:30-20:00; Su 10:30-19:00	0
1	Mo-Tu 09:00-18:00; Th-Su 09:00-18:00	0
1	http://chayi:ca/en/contact-us/	4
1	http://www:latierracoop:ca/pour-nous-joindre/	4
1	http://www:Mocalocacafe:com/accueil/nos-cafes/st-joseph/	4
1	Solo por las tardes	4
1	Mo-We 10:00-18:00;Th-Fr 10:00-20:00;Sa 10:00-17:00;Su 11:00-17:00	0
1	Mo 10:00-15:00;Tu-Sa 11:00-17:00;Su 00:00-00:00	0
1	Mo-Su 06:00-15:00	0
1	Mo-Fr 09:00-21:00; Sa-Su 10:00-20:00	0
1	Mo-Sa 05:30-21:30; Su 06:00-21:30	0
1	8:30-17:00	1
1	Mo-Fr 8:00-3:00;SaTurday 8:00-2:00	2
1	Mo 00:00-00:00;Tu-Fr 10:00-17:00;Sa 17:00-23:00;Su 00:00-00:00	0
1	07-23	3
1	Tu-Fr 14:00-18:00; Su 14:00-18:00	0
1	Mo-Fr 09:00-18:30;Sa 09:00-17:00	0
1	Mo-Tu 13:30-18:00; Sa 13:30-18:00; Su 10:00-18:00; Fr 00:00-00:00	0
1	08:30-17:00	1
1	Mo-Su 10:00-20:00; Tu 00:00-00:00	0
1	Ark 8-17	4
1	Mo-Th 06:00-22:00;Fr 06:00-12:00;Sa 07:00-12:00;Su 07:00-22:00	0
1	Mo-We 07:00-19:00,Th-Fr 07:00-21:00,Sa 09:00-19:00,Su 10:00-18:00	0
1	Mo-Fr 06:30-18:30; Sa 07:00-13:00	0
1	Mo,We,Fr 09:00-18:00	0
1	Mo-Sa 07:00-21:00; Su 10:00-19:00	0
1	Mo-Sa 09:00-18:00; Su 10:00-18:00; Tu 00:00-00:00	0
1	11-6	3
1	Mo-Su 10:00-24:00; Fr,Sa 00:00-02:00,10:00-24:00	0
1	Mo-Fr 08:00-18:30; Sa,Su 08:30-18:30	0
1	Mo-Th 11:00-01:00; Fr 11:00-02:00; Sa 10:00-02:00; Su 10:00-01:00	0
1	9,00-23,00	4
1	Tu-Su 10:00-17:30	0
1	Mo-Sa 8:00-20:00;Su 8:00-19:00	2
1	Mo-Fr 8:30-18:30;Sa 8:30-18:00;Su 10:00-18:30;We 00:00-00:00	0
1	Mo-Th 12:00-24:00; Fr-Sa 12:00-01:00; Su 13:30-23:00	0
1	Apr-Oct: Mo-Th 07:00-21:00; Apr-Oct: Fr,Sa 07:00-22:00; Apr-Oct: Su 08:00-21:00; May-Sep: Mo-Th 07:00-22:00; May-Sep: Fr,Sa 07:00-23:00; May-Sep: Su 08:00-22:00	0
1	We-Fr 11:00-19:00;Sa-Su 09:00-19:00;Mo-Tu 00:00-00:00	0
1	Tu-Th 09:00-20:00; Fr-Sa 09:00-22:00; Su 09:00-20:00	0
1	Mo-Th 07:00-22:00;Fr-Sa 07:00-00:00;Su 08:00-22:00	0
1	Tu-23:59Fr 12:00-19:00 & We-23:59Sa 09:00-19:00 	0
1	Mo-Fr 07:30-22:00, Sa 07:30-13:30	0
1	Mo-Fr 06:30-19:00; Sa 07:00-15:00; Su 08:00-14:00	0
1	Mo-Th 11:00-22:00;Fr-Sa 11:00-22:30;Su 12:00-22:00	0
1	Th 14:00-18:00;Fr-Sa 10:00-18:00;Su 14:00-18:00	0
1	Mo-Sa 8:30-21:30, Su 9:00-14:00	2
1	08:00-10:30, 12:00-14:00	1
1	07:30-09:30, 11:30-13:30	1
1	08:00-09:30, 11:30 -14:00,18:30-20:00	1
1	08:00-09:30, 11:30-14:00, 18:30-20:00	1
1	Mo-Fr 06:30-18:30;Sa 09:00-15:00	0
1	Mo-Th 07:30-19:30;Fr 07:30-16:00;Sa 09:00-14:00	0
1	Mo 08:00-16:00; Tu 07:00-16:00; We-Fr 07:00-21:00; Sa 08:00-21:00; Su 08:00-14:00	0
1	As Shop	4
1	Mo-Fr 10:00-18:00;Sa 10:00-15:00	0
1	Mo-Fr 6:30-19:00 , Sa 7:00-19:00 , Su 8:00-17:00	2
1	Mo-Fr 05:30-18:30;Sa 06:00-17:00;Su 08:00-17:00	0
1	Nov-Mar Tu-Sa 10:00-16:00; Nov-Mar Su 10:00-17:00; Apr-Oct Tu-Su 10:00-17:00; Mo 00:00-00:00	0
1	08:00-23:59	1
1	Tu-Fr 12:00-17:00; Su 10:00-17:00	0
1	Mo-Th 08:30-24:00;Fr-Sa 08:30-01:00;Su 08:30-23:00	0
1	Mo-Fr 09:00-11:30; Sa 09:00-13:30; Su 10:00-13:30	0
1	Mo-Fr 06:00-20:00, Sa 07:00-20:00, Su 07:00-18:00	0
1	Mo-Fr 09:00-22:00; Sa,Su 11:00-23:00	0
1	Mo 14:00-17:00;Th 14:00-17:00	0
1	Mo: 10:00-17:00, We-Fr: 10:00-17:00, Sa: 09:00-17:00, Su: 12:00-17:00	2
1	7:15-1:45	1
1	Mo-Fr 11:00-18:00;Sa 11:00-16:00;Su 12:00-16:00	0
1	9-12	3
1	Fr-Mo 13:00-18:00	0
1	08:30-01:00	1
1	Mo-Th 07:00-19:00;Fr 07:00-20:00;Sa 08:00-21:00;Su 00:00-00:00	0
1	Mo-Fr 08:00-00:00, Sa-Su 09:00-00:00	0
1	Mo-Fr 9:00-17:00; Sa-Su 10:00-16:00	0
1	Mo-Fr 09:00-21:00; Sa 08:00-21:00; Su 09:00-15:00	0
1	Mo-Fr 06:30-21:30;Sa, Su 07:00-21:00	0
1	Daily	4
1	Mo-Sa 10:00-18:00; Su 11:00-17:00	0
1	12:00-17:00,18:00-24:00	1
1	Mo-Su 09:30-01:00	0
1	Mo-Fr 09:30-19:00; Sa,Su 11:00-19:00	0
1	Mo-Sa 9:00-2:00	2
1	Mo-Fr 07:30-21:00; Sa 07:30-24:00	0
1	Mo-Fr 10:00-20:00; Sa 11:00-19:00; Su 12:00-19:00	0
1	Tu-Su 09:30-01:00	0
1	Mo-Th 11:00-24:00; Fr 11:00-24:00; Sa 00:00-04:00,17:00-24:00	0
1	Su-Sa 6:30-15:30	2
1	Mo-We 09:00-23:00, Th 09:00-01:00, Fr-Sa 09:00-02:00, Su 09:00-15:00	0
1	Mo-Th 08:00-18:30; Fr 08:00-19:00; Sa 09:00-18:00; Su 12:00-17:00	0
1	Tu-Su 09:00-18:00	0
1	Mo-Th 09:00-22:00; Fr-Sa 09:00-00:00; Su 09:00-17:30	0
1	Mo-Fr 05:00-21:00; Sa,Su 06:00-21:00	0
1	Mo-Fr 12:00-23:00; Sa,Su 17:00-23:00	0
1	10:00-20:00;Nov-Mar 00:00-00:00	1
1	Mo-Th 07:30-22:00; Fr 07:30-24:00; Sa 09:30-24:00; Su 09:30-22:00	0
1	Mo-Sa 7:00-14:00; Su 8:00-14:00	2
1	We-Sa 10:00-21:00; Su 10:00-17:00	0
1	We-Th 14:00-18:00	0
1	Mo-Fr 06:30-19:00;Sa 07:00-19:00;Su 08:00-19:00	0
1	Mo-Sa 07:30-19:00; Su 09:00-19:00	0
1	9-5 Mo-Sa; 10-3 Su	2
1	As Zoo	4
1	Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Sa 10:00-21:00	0
1	Jan-Apr Su 10:00-15:30	0
1	Su 09:00-20:00; PH 09:00-20:00	0
1	Mo-Fr 06:30-20:00; Sa,Su 08:00-13:00	0
1	We-Fr 10:00-17:00, Sa 10:00-14:00, Su 14:00-17:30	0
1	Mo-Th 07:45-17:00; Fr 07:45-16:15	0
1	Tu-Fr 06:30-11:30; Tu-Fr 14:00-17:00; Sa 09:00-14:00	0
1	Mo-Sa 0900-16:00	2
1	Mo-Sa 08:00-17:00;Su 10:00-17:00	0
1	Mo-Su 11:00-19:00; Jun-Sep Mo-Su 11:00-23:59	0
1	Mo-Sa 11:00-18:00; Su 14:00-18:00	0
1	Mo-Fr 06:30-19:00; Sa 07:30-19:00; Su 08:00-16:00	0
1	When There is a ge	4
1	Tu-Th 08:00-17:00; Fr 07:00-17:00; Sa 08:00-13:00	0
1	Mo-Fr 06:00-19:00; Sa 06:30-19:00; Su 07:00-19:00	0
1	Mo-We 06:30-19:00; Th 06:30-22:00; Fr 06:30-19:00; Sa 09:00-17:00; Su 00:00-00:00	0
1	Mo-Su 00:00-01:00,06:00-24:00	0
1	Mo-Fr 07:00-19:00;Sa 09:00-17:00;Su 10:00-17:00	0
1	Mo-Fr 6:45-20:00	2
1	09h-23h	4
1	Mo-Fr 07:30-19:00; Sa,Su,PH 08:00-19:00	0
1	08:00-20:00	1
1	Th-Tu 09:00-18:00	0
1	Dec-Mar Mo-Su 09:00-17:00; Dec-Mar Mo-Su 18:00-21:00	0
1	Tu-Sa 10:00-19:00; Su 10:00-17:00; Mo 00:00-00:00	0
1	Mo,Tu,We,Th,Sa 09:00-20:00; Fr 09:00-14:30,15:30-20:00	0
1	Mo-Fr 06:30-18:00;Sa-Su 07:30-18:00;PH 07:30-18:00	0
1	Sa 09:30-14:00	0
1	Mo-Sa 07:00-18:30, Su 08:00-18:30	0
1	Mo-Fr 09:00-18:00; Sa 09:00-13:00;PH 00:00-00:00	0
1	Mo-Fr 07:00-18:00; Sa,Su 08:00-17:00	0
1	Mo-Fr 08:00-22:00; Sa,Su 10:00-23:00	0
1	09:00-16:30	1
1	Mo-Fr 11:00-22:00; Sa,Su 11:00-23:00	0
1	Mo-Fr 10:00-22:00; Sa-Su 10:00-23:00	0
1	Mo-Fr 06:00-20:00; Sa-Su 09:00-17:00	0
1	8:30-12:00	1
1	Tu 10:00-14:00,17:30-22:30; We 10:00-17:00; Th-Sa 10:00-14:00,17:30-22:30; Su 10:00-14:00	0
1	9:00-11:00	1
1	Mo,Tu,Th,Fr 06:00-18:00; We 06:00-13:00; Sa 06:00-12:00	0
1	Mo-Sa 11:00-18:30; Su 12:00-17:30	0
1	Tu-Sa 10:00-22:00;Su 12:00-20:00	0
1	24Ñ‡	4
1	Mo-Fr 09:00-24:00; Sa,Su 10:00-24:00	0
1	9ï¼š00ã€œ22ï¼š00	4
1	http://www:kaffeesTube-idensen:de/	4
1	Tu-Sa 10:00-23:00; Su 10:00-15:00	0
1	Mo,Th-Su 09:30-19:00; Tu,We 00:00-00:00	0
1	Mo-Th 08:30-21:00;Fr-Sa 08:30-22:00,12:30-15:00;Su 10:00-20:00	0
1	opening_hours=Mo-Fr 08:30-22:00;Sa 09:45-22:00;Su 11:00-21:45	0
1	opening_hours=Mo-Fr 07:30-21:00;Sa-Su 12:00-20:00	0
1	Mo-Fr 07:00-17:00; Sa,Su 14:00-17:00	0
1	Tu-Fr 12:00-18:00;Sa,Su 13:00-18:00	0
1	http://www:c00:00-00:00eebar-keylargo:com/	4
1	Mo-Fr 07:00-17:00; Sa 07:00-15:00; Su 08:00-12:00	0
1	Tu-Sa 0900-1700;Su 1000-1630	2
1	Mo-Sa 07:30-20:00; Su 08:00-20:00	0
1	Mo-Fr 10:00-19:30; Sa 12:00-19:30	0
1	Mo-Fr 08:30-18:00, Sa 08:30-14:00	0
1	Mo-Fr 06:00-18:00, Sa 06:00-13:00, Su 07:30-11:30,13:30-17:30	0
1	Mo-We 07:30-19:00; Th-Fr 07:30-19:00; Sa 11:00-21:00; Su 11:30-17:00	0
1	Mo-Fr 6-19;Sa-Su 8-18	2
1	Mo-Fr 06:30-19:00; Sa 06:30-13:00; Su,PH 07:30-13:00	0
1	Mo-Sa 08:00-23:30; Su 10:00-23:30	0
1	E-R 10-17	4
1	Mo-Fr 09:00-19:00;Sa 10:00-18:00;Su 11:00-18:00	0
1	07:00	4
1	wd 06:30-22:30; Sa,Su,PH 07:00-19:00	0
1	Tu-Sa 11:00-21:00; Su 10:00-22:00	0
1	Mo-Sa 8:00-16:00; Su 9:00-15:00	2
1	06:00-22:30	1
1	Mo-Fr 06:00-18:00;Sa 06:00-17:00	0
1	Mo-Su 13:00-20:00	0
1	Mo-Th 07:00-22:00;Fr 07:00-24:00;Sa 09:00-24:00;Su 09:00-22:00	0
1	Mo-Su 09:15-17:00	0
1	11:00-18:30	1
1	Mo-Fr 09:00-22:00;Sa-Su,PH 09:00-21:00	0
1	Mo-Fr 09:00-22:00;Su 00:00-00:00	0
1	Mo-Fr 06:30-16:00; Sa 06:30-14:00	0
1	Mo-Fr 07:00-19:00; Su 11:00-18:00	0
1	Mo-Fr 06:30-19:30; Sa 06:30-18:00; Su 07:30-11:30	0
1	Tu-Fr 11:00-18:00; Sa 10:00-13:00	0
1	Mo-Fr 13:30-22:30; Sa,Su 13:00-22:30	0
1	Mo-Fr 10:00-21:00; Sa 09:00-20:00; Su 10:00-20:00	0
1	Mo-Fr 08:00-22:00; Su 08:00-21:00	0
1	Mo-Su 9:00-24:00	2
1	Mo 4:30-20:00, Tu 4:30-17:00, We-Sa 4:30-23:00, Su 5:30-22:00	2
1	Mo-Fr 07:30-22:00; Sa 08:00-20:00; Su,PH 09:00-19:00	0
1	Mo-Fr 08:00-02:00, Sa 17:00-02:00, Su 19:00-00:00	0
1	Mo-Fr 08:00-01:00; Sa-Su 09:00-01:00; PH 09:00-01:00	0
1	Mo-Sa 11:00-02:00; Su 12:00-02:00	0
1	Mo-Fr 07:30-20:30; Sa,Su,PH 08:00-19:00	0
1	Mo-Th 07:00-21:00;Fr 07:00-20:00;Sa-Su 10:00-20:00	0
1	Mo-Fr 07:00-18:00;Sa 11:00-17:00;Su 00:00-00:00	0
1	Mo-Fr 7:00-19:00; Sa 7:00-16:00	2
1	Mo-Fr 07:00-21:00; Sa 08:00-20:00; Su 11:00-19:00	0
1	Mo-Th 19:00-21:00; Fr 19:00-01:30; Sa 08:30-14:00	0
1	Oct-Apr: Su,Tu-Th 10:00-00:00; Fr-Sa 10:00-02:00; May-Sep: Mo-Th 18:00-23:59; Fr-Su 10:00-23:59	0
1	Nov-Apr: Mo-Fr 07:30-16:30; Sa 00:00-00:00; Su 09:00-16:30; May-Oct: Mo-Fr 06:00-18:00; Sa-Su, PH 08:00-17:00	0
1	Mar-Oct: Su,PH 13:00-18:00	0
1	Mo-Sa 07:30-22:00; Su 09:00-22:00	0
1	Mo-Sa 09:00-23:00; Su 10:30-23:00	0
1	Mo-Fr 07:30-18:00; Sa-Su 09:00-17:30; PH 09:00-17:30	0
1	Tu-Sa 14:00-18:00; Su 12:00-18:00	0
1	Mo-Fr 06:30-22:00; Sa,Su,PH 07:00-21:00	0
1	Mo-Fr 06:00-22:00, Sa 07:00-17:00, Su 08:00-17:00	0
1	Mo-Fr 09:00-18:00;Sa 10:00-18:00; Su 13:00-18:00	0
1	Mo-Th 07:00-23:00; Fr 07:00-24:00; Sa,Su 08:00-22:00	0
1	Mo-Fr 09:00-17:00; Sa 09:00-15:00	0
1	Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 10:00-22:00	0
1	Mo-Fr 06:00-18:00; Sa 09:00-18:00; Su 10:00-18:00	0
1	Jan-Dec: Mo-Fr 07:30-15:00; Sa 07:30-14:00	0
1	Mo-Fr 07:30-18:30; Th 07:30-21:00; Sa 07:30-17:00; Su 09:00-17:00	0
1	Mo-Fr 11:00-23:00; Sa 15:00-23:00; Su 15:00-22:00	0
1	Mo-Fr 08:00-18:30; Sa 08:00-18:00; Su 10:00-18:00	0
1	Mo-Fr 08:30-20:30; Sa 10:00-18:00	0
1	Feb-Nov	4
1	Th-Sa 16:00-02:00; Su-We 16:00-00:00	0
1	Mo-Fr 06:00-19:00;Sa 06:00-18:00;Su 07:00-12:00	0
1	Mo-We 11:00-18:00;Th 12:00-19:00; Fr 11:00-18:00; Sa 11:00-16:00; Su 00:00-00:00	0
1	Mo-Fr 06:45-18:00; Sa 09:00-13:00	0
1	Mo-Fr 10:00-18:00; Sa 10:00-15:00; Su 11:00-15:00	0
1	Mo-Su 11:00-15:15,17:00-21:00	0
1	Mo-We 09:30-12:00,15:00-19:00;Th-Fr 09:30-12:00,15:00-00:45;Sa 15:00-00:45	0
1	Mo 06:30-18:30; Tu-Fr 06:30-19:00; Sa 06:30-14:00; Su 07:00-12:00	0
1	09:30-01:00	1
1	Tu 18:00-23:59	0
1	Mo-Su 09:30-19:00; Th 09:30-21:00	0
1	Mo-Fr 08:00-24:00; Sa 10:00-24:00; Su,PH 00:00-00:00	0
1	Mo-Fr 7:30  -3  Sa-Su 00:00-00:00	0
1	Mo-Fr 07:30-22:00;Sa 09:00-24:00;Su,PH 09:00-22:00	0
1	Mo 11:30-19:00; Tu 09:30-20:00; We 09:30-20:00; Th 09:30-20:00; Fr 09:30-20:00; Sa 09:30-20:00; Su 12:00-20:00	0
1		4
1	2-5	3
1	Tu-Fr 08:00-18:00,Sa 10:00-18:00, Su 13:00-17:00	0
1	LunedÃ¬ chiuso	4
1	Mo-Fr 05:30-22:00;Sa-Su 06:30-22:00	0
1	Mo-Su 08:00-05:00	0
1	Mo-Su 08:00-04:00	0
1	Mo-Fr 08:00-24:00-23:59;Sa 09:00-24:00-23:59;Su 10:00-24:00-23:59	0
1	Mo-Fr 5:30-21:00, Sa-Su 6:00-20:00	2
1	Tu-Fr 14:00-22:00; Sa 12:00-22:00; Su 9:00-21:00; Mo 00:00-00:00	0
1	Mo-Sa 12:00-23:00, Su 13:00-22:00	0
1	Mo-Fr 06:00-20:00	0
1	07:00h to 23:00h	4
1	Mo-Su 11:00-16:30	0
1	Mo-Fr 06:30-19:00; Sa-Su 08:00-18:00	0
1	Mo-Su 06:30-28:00	2
1	7-5	3
1	Jan-Mar Fr-Sa 18:00-23:59; Apr-Sep Mo-Su 15:00-23:59; Oct-Dec Tu-Su 18:00-23:59	0
1	Mo-Sa 10:00-21:00; Su 15:00-21:00	0
1	Mo-Fr 08:00-18:00; Sa 10:00-18:00; Su,PH 11:00-18:00	0
1	Ù‡Ù…ÛŒØ´Ù‡	4
1	05:00-23:00	1
1	Mo-Fr 08:30-18:00; Sa 08:30-17:00	0
1	Sa 11:00-18:00; Su 13:00-18:00	0
1	Tu-Th 10:00-19:00; Fr-Sa 10:00-20:00; Su 10:00-19:00	0
1	Mo-Fr 07:30-15:00; Sa 08:00-14:00	0
1	Mo 00:00-00:00, Tu-Th 08:30-19:00, Fr 8:30-21:30, Sa 10:00-16:00, Su 11:00-16:00	0
1	07:30  22:00	4
1	Mo-Sa 09:30-18:00; Tu 00:00-00:00; Su 10:00-18:00	0
1	Mo-Sa 10:00-20:00	0
1	Mo-Th 8:00 a:m:-7:30 p:m: Fr 8:00 a:m:-3:00 p:m: SaTurday & Su 00:00-00:00	0
1	Mo-Th 7:30 a:m:-8:00 p:m: Fr 7:30 a:m:-3:00 p:m: SaTurday & Su 00:00-00:00	0
1	Mo-Th 7:30-22:30; Fr-Sa 7:30-01:00; Su 7:30-23:30	2
1	Mo-We 07:00-19:00; Th 07:00-21:00; Fr 07:00-19:00; Sa 09:00-18:00; Su 10:00-17:00	0
1	Mo-Sa 07:30-19:15	0
1	Mo-Fr 08:00-18:00; Sa 10:00-15:00	0
1	Mo-Fr 07:00-23:00;Sa-Su 9:00-22:00	0
1	Mo-Fr 07:00-22:30; Sa 08:00-22:00; Su,PH 09:00-21:00	0
1	Mo-Th 07:15-23:30; Fr 07:15-23:59; Sa 09:00-23:59; Su 00:00-00:00	0
1	Mo-Fr 08:30-17:30; Sa 09:00-12:00; Su 00:00-00:00	0
1	Mo-Fr 07:00-18:30; Sa 09:00-15:00	0
1	Mo-Fr 07:00-20:00; Sa 08:00-19:00	0
1	Tu-Fr 10:00-18:00; Sa 11:00-18:00	0
1	Mo-Fr Business Hours	2
1	M-F 7 to 3	4
1	Mo-Fr 09:30-18:00; Sa 09:30-14:00; Su 12:00-17:30	0
1	Tu-Sa 10:00-18:00; Su 14:00-18:00	0
1	Mo-Fr 07:30-17:00; Sa 09:30-17:00; Su 10:00-16:00	0
1	Sa-Su 07:00-23:00	0
1	10:30-19:00	1
1	We,Th 11:45-23:00; Fr 11:45-24:00; Sa 00:00-00:30,13:00-24:00; Su 00:00-00:30,13:00-23:00	0
1	Mo 6:30  â€“ 5:30  Tu 6:30  â€“ 5:30  We 6:30  â€“ 5:30  Th 6:30  â€“ 5:30  Fr 6:30  â€“ 5:30  SaTurday 8:00  â€“ 5:00  Su 8:00  â€“ 5:00 	4
1	Jan-Dec: Mo-Th 12:00-22:00; Fr 12:00-23:00; Sa 15:00-23:00; Su 15:00-22:00	0
1	Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-16:00	0
1	11:30-16:00,17:00-20:30	1
1	10:00-20:00; Su 00:00-00:00	0
1	Su 09:00-20:00; Mo-Fr 07:00-21:00; Sa 08:00-21:00	0
1	Su 06:30-21:00; Mo-Th 05:30-21:00; Fr-Sa 05:30-22:00	0
1	7:30-21:00	1
1	M-Sa 0630-1900, Su 0630-1500	4
1	Mo- ThS 7:30-6 , Fr& Sa 7:30-8 	4
1	Mo-Fr 05:30-21:00;Sa 08:00-19:00;Su 09:30-19:00	0
1	Mo-Fr 06:30-18:30;Sa-Su 00:00-00:00	0
1	Mo-Fr 08:00-17:00; Sa 09:00-16:00	0
1	Mo 09:30-18:30; Tu-Fr 08:30-19:00; Sa 08:00-17:00; Su 10:00-18:00	0
1	Su-Fr 13:00-18:00 || 	0
1	Mo-Fr 08:00-22:00; Sa 09:00-21:00; Su 10:00-20:00	0
1	Mo-Fr 08:00-18:00; Sa 09:00-16:00; Su 10:00-16:00	0
1	Mo-Th 07:00-18:00, Fr 07:00-17:00, Sa-Su 12:00-18:00	0
1	Mo-Fr 06:00-18:00; Sa,Su 06:00-17:00	0
1	Mo-Fi 10:00-22:00; Sa-Su, PH 9:00-22:00	2
1	Mo-Sa 8:00-18:00; Su, PH 08:30-18:00	0
1	Mo-Fr 06:00-22:00; Sa,Su 07:30-20:30	0
1	Mo-Sa 08:00-19:00	0
1	Mo-Fr 11:00-22:00; Sa,Su 10:00-22:00	0
1	Mo-Fr 09:00-19:00; Sa 09:00-13:00	0
1	Mo-Th 11:00-04:00; Fr,Sa 10:00-05:00; Su 10:00-04:00	0
1	Mo-Fr 06:00-18:30;Sa 06:00-18:00;Su 08:00-18:00	0
1	Mo â€“ Ths: 9:30 â€“ 11:30 | Fr â€“ Sa: 9:30 â€“ 12:30 | Su: 2 â€“ 11	4
1	00:00-00:00 During Winter	1
1	Jan-Dec: Mo-Th 09:00-18:00; Jan-Dec: Fr 09:00-15:00; Su 12:00-17:00	0
1	Mo-Fr 05:30-20:00; Sa 07:00-19:00; Su 07:30-17:00	0
1	Mo-Fr 09:00-18:00;Sa 10:00-17:00;Su 00:00-00:00	0
1	Mo-Fr 09:00-17:00;Sa 09:00-15:00;Su 00:00-00:00	0
1	05:00-12:00	1
1	Mo-Fr 07:00-19:00; Sa-Su 11:00-18:00	0
1	Mo-Fr 11:00-24:00; Sa,Su 12:00-24:00	0
1	SÃ¡bados: 12:00 Ã s 19:00 h-Domingos: 09:00 Ã s 19:00 h	4
1	Mo-Su 07:00-13:30,16:00-20:00	0
1	6:30-24:00	1
1	ma-vr: 8:00-18:00 / za: 9:30-18:00	4
1	Mo-Fr 08:00-20:00; Su 09:00-19:00; Sa 09:30-19:00	0
1	Oct-Apr Tu-Su 11:00-19:00;May,Jun,Sep Mo-Su 10:00-19:00;Jul-Aug Mo-Su 10:00-23:00	0
1	10 -10 	4
1	Mo-Fr 06:00-19:00;Sa-Su 07:00-19:00	0
1	Lu-Vi: 7:00-20:00;Sa: 8:00 14:00;Do: Cerrado	4
1	Tu-Th,Su 09:00-00:00; Fr,Sa 09:00-01:00	0
1	Mo-Th 9:00-00:00; Fr 09:00-01:00; Sa 10:00-01:00; Su 14:00-00:00	0
1	05:00-22:00	1
1	8:30 -11:00 	4
1	Sa-Su Mo-Su 00:00-24:00	0
1	06:00-18:00	1
1	Mo 09:00-22:00; Tu-Sa 09:00-22:30; Su 10:00-21:00	0
1	11-16:00	3
1	Jun-Sep: Mo-Su 09:00-Suset || 	2
1	Mo-Fr 07:30-19:00; Sa 08:00-13:00; PH Su 00:00-00:00	0
1	Mo-Fr 9:00-18:00	2
1	Su-Th 05:00-22:30,Fr-Sa 05:00-23:30	0
1	Mo-Fr 08:00-18:30; Sa 10:00-16:00;Su 11:00-15:00	0
1	05:30-16:30	1
1	Mo-Sa 07:00-22:00; Su 09:00-12:00	0
1	Sa-Su 8:00-17:00	2
1	Mo-Fr 07:00-22:00; Sa-Su 08:00-21:00	0
1	Th-Tu 12:30-22:00	0
1	Mo-Sa 05:00-22:00;Su 06:00-22:00	0
1	5 minTu From mulund east	4
1	15	4
1	Mo-Fr 06:30-19:00; Sa 06:00-19:00; Su 06:30-18:00	0
1	8:30 a 22:00 7/7	4
1	Mo-Fr 09:30-18:00; Sa 09:00-18:00; Su 00:00-00:00; PH 00:00-00:00	0
1	Mo-Fr 07:00-18:00;Sa 07:00-13:00;Su 08:00-17:00	0
1	Mo 14:00-22:00; Tu-Fr 10:00-22:00; Sa,Su 12:00-24:00	0
1	True Service Center: Mo-Fr 8:00-18:00 Sa-Su 9:00-18:00	2
1	Mo-Fr 06:00-18:00; Sa 06:00-14:00	0
1	11ï¼š00-18:00	4
1	Lun-Vie:  8:00-21:00	4
1	Mo-Fr 07:30-16:00; Sa-Su 08:00-16:00	0
1	9:30-19:30	1
1	2 p:m: atÃ© o pÃ´r do sol quando nÃ£o chover	4
1	Mo-Fr 08:30-18:00;Sa,Su 08:30-14:00	0
1	Mo-Fr 06:30-20:00; Sa-Su 09:00-16:00	0
1	18:00-03:00	1
1	14:30-23:00	1
1	11:00-22:00	1
1	Mo-Sa 05:00-22:00; Su 08:00-18:00	0
